compile_success_count,compiler_backend_type,compiler_eval_call_count,compiler_spot_sample_count,compiler_timeout_count,compiler_verified_correct_count,compiler_verified_failure_count,examples_compile_fail,examples_runtime_fail,internal_evaluator_correct_rate,p50_latency_ms,p95_latency_ms,p99_latency_ms,runtime_success_count
1000,internal_evaluator,1000,1000,0,0,0,[],[],1.0,0.0043,0.0075,0.0095,1000
