actual_boundary_iterated_count,actual_eval_iterated_count,actual_heldout_iterated_count,actual_test_iterated_count,actual_train_iterated_count,branchchain_route_call_count,candidate_generation_call_count,canonicalizer_call_count,compiler_spot_eval_call_count,cross_process_child_eval_count,freebeam_eval_call_count,root_colony_update_call_count
50750,54500,31000,16000,240000,341500,85500,392250,1000,200,136250,153400
